Neighborhood,ID,Latitude,Longitude,"11 Agriculture, forestry, fishing and hunting","21 Mining, quarrying, and oil and gas extraction",22 Utilities,23 Construction,31-33 Manufacturing,41 Wholesale trade,44-45 Retail trade,48-49 Transportation and warehousing,51 Information and cultural industries,52 Finance and insurance,53 Real estate and rental and leasing,"54 Professional, scientific and technical services",55 Management of companies and enterprises,"56 Administrative and support, waste management and remediation services",61 Educational services,62 Health care and social assistance,"71 Arts, entertainment and recreation",72 Accommodation and food services,81 Other services (except public administration),91 Public administration,Any Job,Avg House Price,Avg Household Income,HAI,Avg House Price Categories,Avg Household Income Categories,HAI Categories,Assault,AutoTheft,Homicide,TheftOver,BreakandEnter,Robbery,All Crimes,Assault Categories,AutoTheft Categories,Homicide Categories,TheftOver Categories,BreakandEnter Categories,Robbery Categories,All Crimes Categories,English,French,Montagnais (Innu),Swampy Cree,Ojibway,Oji-Cree,Ottawa (Odawa),Dene,Sarsi (Sarcee),Mohawk,Dakota,Kabyle,Bilen,Oromo,Somali,Waray-Waray,Amharic,Arabic,Assyrian Neo-Aramaic,Chaldean Neo-Aramaic,Harari,Hebrew,Maltese,Tigrigna,Khmer (Cambodian),Vietnamese,Bikol,Cebuano,Fijian,Hiligaynon,Ilocano,Malagasy,Malay,"Pampangan (Kapampangan, Pampango)",Pangasinan,"Tagalog (Pilipino, Filipino)",Haitian Creole,Kannada,Malayalam,Tamil,Telugu,Albanian,Armenian,Latvian,Lithuanian,Belarusan,Bosnian,Bulgarian,Croatian,Czech,Macedonian,Polish,Russian,Serbian,Serbo-Croatian,Slovak,Slovene (Slovenian),Ukrainian,Scottish Gaelic,Welsh,Afrikaans,Danish,Dutch,German,Icelandic,Norwegian,Swedish,Vlaams (Flemish),Yiddish,Greek,Bengali,Gujarati,Hindi,Kashmiri,Konkani,Marathi,Nepali,Oriya (Odia),Punjabi (Panjabi),Sindhi,Sinhala (Sinhalese),Urdu,Kurdish,Pashto,Persian (Farsi),Catalan,Japanese,Italian,Portuguese,Romanian,Spanish,Georgian,Korean,Mongolian,Akan (Twi),Bamanankan,Edo,Ewe,"Fulah (Pular, Pulaar, Fulfulde)",Ga,Ganda,Igbo,Lingala,Rundi (Kirundi),Kinyarwanda (Rwanda),Shona,Swahili,Wolof,Yoruba,Dinka,Cantonese,Hakka,Mandarin,Min Dong,"Min Nan (Chaochow, Teochow, Fukien, Taiwanese)",Wu (Shanghainese),Burmese,Tibetan,Lao,Thai,Azerbaijani,Turkish,Uyghur,Uzbek,Estonian,Finnish,Hungarian,Afghan Restaurant,African Restaurant,American Restaurant,Asian Restaurant,BBQ Joint,Bagel Shop,Bakery,Bistro,Brazilian Restaurant,Breakfast Spot,Burger Joint,Burrito Place,Café,Cajun / Creole Restaurant,Cantonese Restaurant,Caribbean Restaurant,Caucasian Restaurant,Chinese Restaurant,Comfort Food Restaurant,Creperie,Cuban Restaurant,Czech Restaurant,Deli / Bodega,Dim Sum Restaurant,Diner,Doner Restaurant,Donut Shop,Dumpling Restaurant,Eastern European Restaurant,Egyptian Restaurant,Ethiopian Restaurant,Falafel Restaurant,Fast Food Restaurant,Filipino Restaurant,Fish & Chips Shop,Food Court,Food Truck,French Restaurant,Fried Chicken Joint,Gastropub,Greek Restaurant,Hakka Restaurant,Hotpot Restaurant,Hungarian Restaurant,Indian Chinese Restaurant,Indian Restaurant,Indonesian Restaurant,Irish Pub,Italian Restaurant,Japanese Restaurant,Kebab Restaurant,Korean Restaurant,Latin American Restaurant,Malay Restaurant,Mediterranean Restaurant,Mexican Restaurant,Middle Eastern Restaurant,New American Restaurant,Noodle House,Pakistani Restaurant,Persian Restaurant,Peruvian Restaurant,Pizza Place,Poke Place,Portuguese Restaurant,Poutine Place,Ramen Restaurant,Restaurant,Salad Place,Sandwich Place,Seafood Restaurant,Snack Place,Soup Place,South American Restaurant,Souvlaki Shop,Spanish Restaurant,Sri Lankan Restaurant,Steakhouse,Sushi Restaurant,Szechuan Restaurant,Taco Place,Tapas Restaurant,Thai Restaurant,Theme Restaurant,Tibetan Restaurant,Turkish Restaurant,Vegetarian / Vegan Restaurant,Vietnamese Restaurant,Wings Joint,Xinjiang Restaurant
Briar Hill-Belgravia,108,43.699024381,-79.4528512962,0.167,0.054,0.04,0.35,0.243,0.158,0.274,0.227,0.083,0.051,0.105,0.051,0.0,0.297,0.197,0.282,0.092,0.196,0.457,0.116,0.161,841000,86000,72.047,"Low (<964,000)","Low (<106,666)",Low (<76),516,127,1,35,257,150,1086,Low (<588),Medium (105-184),Low (<2),Medium (26-44),Medium (224-353),Medium (109-192),"Low (<1,138)",0.143,0.071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.028,0.015,0.0,0.0,0.0,0.021,0.091,0.333,0.0,0.041,1.0,1.0,0.0,0.5,0.435,0.0,0.0,0.0,0.0,0.444,0.0,0.0,0.0,0.006,0.024,1.0,0.004,0.0,0.0,0.0,0.231,0.077,0.103,0.1,0.0,0.041,0.074,0.207,0.222,0.0,0.0,0.025,0.0,0.0,0.0,0.0,0.143,0.0,0.0,0.0,0.0,0.0,0.0,0.084,0.0,0.001,0.019,0.0,0.0,0.0,0.0,0.0,0.003,0.0,0.0,0.001,0.118,0.0,0.006,0.0,0.015,0.194,0.227,0.137,0.222,0.019,0.015,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.009,0.0,0.012,0.0,0.026,0.045,0.0,0.0,0.077,0.5,0.1,0.096,0.0,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.75,0.333,0.375,0.0,1.0,0.2,0.0,0.0,0.467,0.0,0.0,0.333,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.125,0.0,0.0,0.5,0.0,0.0,0.25,0.6,0.333,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.545,0.2,0.0,0.0,0.0,0.0,0.0,0.333,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.286,0.0,0.1,0.333,1.0,1.0,0.5,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Caledonia-Fairbank,109,43.688568651000004,-79.4552120796,0.0,0.054,0.0,0.446,0.155,0.108,0.21,0.106,0.028,0.028,0.105,0.024,0.04,0.196,0.113,0.154,0.054,0.131,0.276,0.062,0.107,943000,89000,66.495,"Low (<964,000)","Low (<106,666)",Low (<76),720,102,0,18,145,148,1133,"Medium (588-1,027)",Low (<105),Low (<2),Low (<26),Low (<224),Medium (109-192),"Low (<1,138)",0.1,0.039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.143,0.0,0.041,0.0,0.077,0.0,0.0,0.13,0.0,0.0,0.0,1.0,0.108,0.0,0.0,0.0,0.002,0.0,0.062,0.0,0.167,0.0,0.0,0.0,0.0,0.069,0.0,0.0,0.007,0.002,0.0,0.111,0.0,0.056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.032,0.002,0.0,0.028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.0,0.0,0.001,0.0,0.0,0.157,0.482,0.0,0.206,0.0,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.091,0.0,0.002,0.0,0.005,0.0,0.026,0.0,0.167,0.025,0.0,0.0,0.0,0.149,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.75,0.0,0.5,0.0,1.0,0.0,0.0,0.0,0.8,0.0,0.0,0.167,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.727,0.2,0.0,0.0,0.0,0.0,0.0,0.333,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.143,0.0,0.1,0.333,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Keelesdale-Eglinton West,110,43.6857274725,-79.4714371062,0.167,0.0,0.04,0.429,0.192,0.122,0.204,0.147,0.041,0.022,0.095,0.024,0.0,0.225,0.097,0.146,0.051,0.126,0.24,0.084,0.108,805000,84000,73.519,"Low (<964,000)","Low (<106,666)",Low (<76),569,198,4,28,180,205,1184,Low (<588),High (>184),Medium (2-4),Medium (26-44),Low (<224),High (>192),"Medium (1,138-1,773)",0.108,0.058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013,0.0,0.111,0.005,0.0,0.0,0.0,0.0,0.0,0.238,0.0,0.086,0.0,0.231,0.0,0.333,0.065,0.0,0.0,1.0,0.0,0.12,0.0,0.0,0.0,0.006,0.0,0.021,0.0,0.0,0.0,0.5,0.0,0.0,0.034,0.0,0.0,0.014,0.003,0.0,0.0,0.0,0.0,0.005,0.0,0.0,0.0,0.0,0.143,0.0,0.0,0.0,0.0,0.0,0.0,0.032,0.017,0.015,0.103,0.0,0.333,0.0,0.013,0.0,0.006,0.0,0.045,0.014,0.0,0.0,0.0,0.0,0.045,0.159,0.565,0.021,0.266,0.0,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.059,0.0,0.0,0.0,0.013,0.0,0.004,0.0,0.026,0.0,0.0,0.007,0.0,0.0,0.0,0.053,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.5,0.0,0.625,0.0,1.0,0.0,0.0,0.0,0.8,0.0,0.0,0.167,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.818,0.2,0.0,0.0,0.0,0.0,0.0,0.333,0.1,0.0,0.0,0.0,0.0,0.0,0.111,0.0,0.0,0.0,0.0,0.286,0.0,0.1,0.333,1.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rockcliffe-Smythe,111,43.6747904521,-79.4944204513,0.167,0.054,0.08,0.7,0.402,0.291,0.429,0.381,0.061,0.049,0.151,0.046,0.12,0.384,0.236,0.29,0.133,0.243,0.484,0.154,0.214,840000,76000,63.745,"Low (<964,000)","Low (<106,666)",Low (<76),611,193,2,35,161,164,1166,"Medium (588-1,027)",High (>184),Medium (2-4),Medium (26-44),Low (<224),Medium (109-192),"Medium (1,138-1,773)",0.255,0.156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.286,0.147,0.0,0.194,0.069,0.003,0.0,0.2,0.0,1.0,0.762,0.111,0.366,0.0,0.077,0.0,0.0,0.022,0.0,0.143,0.0,0.0,0.08,0.0,0.0,0.053,0.006,0.0,0.146,0.004,0.0,0.15,0.0,0.077,0.038,0.414,0.0,0.172,0.241,0.021,0.055,0.0,0.008,0.167,0.12,0.0,0.0,0.5,0.0,0.0,0.133,0.0,0.0,0.0,0.0,0.0,0.103,0.031,0.003,0.047,0.0,0.0,0.0,0.0,0.667,0.01,0.0,0.0,0.019,0.0,0.012,0.004,0.0,0.0,0.115,0.502,0.042,0.592,0.0,0.009,0.25,0.039,0.0,0.25,0.0,0.0,0.0,0.333,0.111,0.0,0.0,0.0,0.0,0.353,0.0,0.091,0.0,0.028,0.0,0.008,0.0,0.132,0.0,0.0,0.018,0.0,0.0,0.0,0.138,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.25,0.0,0.625,0.0,1.0,0.2,0.333,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,0.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.636,0.2,0.0,0.0,0.0,0.0,0.0,0.333,0.0,0.0,0.0,0.0,0.0,0.0,0.444,0.0,0.0,0.0,0.0,0.286,0.0,0.0,0.667,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Beechborough-Greenbrook,112,43.6932164866,-79.4794725057,0.167,0.0,0.04,0.165,0.115,0.097,0.14,0.083,0.022,0.015,0.031,0.008,0.0,0.118,0.048,0.097,0.031,0.052,0.181,0.049,0.059,997000,73000,51.587,"Medium (964,000-1,432,000)","Low (<106,666)",Low (<76),912,147,0,38,247,187,1531,"Medium (588-1,027)",Medium (105-184),Low (<2),Medium (26-44),Medium (224-353),Medium (109-192),"Medium (1,138-1,773)",0.079,0.039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.065,0.0,0.083,0.005,0.0,0.0,0.0,0.0,0.0,0.095,0.0,0.036,0.0,0.0,0.0,0.167,0.022,0.0,0.0,0.0,0.0,0.056,0.0,0.0,0.0,0.013,0.0,0.021,0.0,0.0,0.0,0.0,0.0,0.038,0.034,0.0,0.0,0.007,0.0,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006,0.0,0.011,0.047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006,0.0,0.0,0.001,0.0,0.0,0.07,0.146,0.011,0.078,0.0,0.001,0.0,0.026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.091,0.0,0.002,0.0,0.001,0.0,0.026,0.0,0.0,0.0,0.231,0.0,0.0,0.053,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.5,0.0,0.625,0.0,1.0,0.0,0.0,0.0,0.467,0.0,0.0,0.167,0.0,0.1,0.0,0.0,0.0,0.0,0.25,0.0,0.333,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.4,0.167,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.636,0.2,0.0,0.0,0.0,0.0,0.0,0.333,0.1,0.0,0.0,0.0,0.0,0.0,0.111,0.0,0.0,0.0,0.0,0.571,0.0,0.0,0.333,1.0,1.0,0.5,0.0,0.0,0.0,0.25,0.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.143,0.0,0.0
Weston,113,43.702716046300004,-79.5157225505,0.25,0.0,0.04,0.41,0.317,0.223,0.342,0.354,0.078,0.04,0.142,0.039,0.08,0.31,0.175,0.29,0.102,0.191,0.382,0.157,0.173,695000,70000,70.962,"Low (<964,000)","Low (<106,666)",Low (<76),1002,262,8,25,280,228,1805,"Medium (588-1,027)",High (>184),High (>4),Low (<26),Medium (224-353),High (>192),"High (>1,773)",0.232,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.571,0.476,0.0,0.222,0.049,0.003,0.0,0.0,0.0,0.091,0.286,0.067,0.145,0.0,0.308,0.0,0.0,0.022,0.0,0.0,1.0,0.0,0.077,0.0,0.0,0.0,0.035,0.0,0.146,0.0,0.0,0.0,0.0,0.0,0.115,0.069,0.0,0.0,0.069,0.008,0.041,0.0,0.008,0.056,0.02,0.0,0.0,0.5,0.0,0.0,0.067,0.0,0.0,0.0,0.0,0.0,0.039,0.012,0.004,0.028,0.0,0.0,0.0,0.0,0.0,0.007,0.0,0.091,0.008,0.0,0.0,0.014,0.0,0.015,0.083,0.136,0.042,0.333,0.0,0.012,0.0,0.145,0.0,0.125,0.0,1.0,0.25,0.0,0.222,0.0,0.0,0.5,0.0,0.176,0.0,0.455,0.0,0.01,0.0,0.006,0.0,0.053,0.045,0.0,0.0,0.077,0.25,0.0,0.021,0.0,0.0,0.0,0.0,0.68,0.0,0.5,0.0,0.667,0.25,0.0,0.875,0.0,0.0,0.4,0.667,0.25,0.267,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.667,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.125,0.0,0.5,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.182,0.4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.222,0.0,0.0,0.0,0.0,0.143,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.571,0.0,0.0
Lambton Baby Point,114,43.6574201304,-79.4960452553,0.167,0.054,0.08,0.082,0.065,0.112,0.136,0.077,0.069,0.04,0.058,0.047,0.1,0.089,0.177,0.114,0.085,0.044,0.169,0.089,0.081,1633333,202000,87.135,"High (>1,432,000)","High (>152,333)",Medium (76-100),388,110,0,15,156,66,735,Low (<588),Medium (105-184),Low (<2),Low (<26),Low (<224),Low (<109),"Low (<1,138)",0.121,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.286,0.043,0.0,0.028,0.01,0.0,0.0,0.0,0.0,0.091,0.0,0.0,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012,0.0,0.0,0.018,0.0,0.0,0.0,0.0,0.167,0.0,0.0,0.077,0.0,0.103,0.1,0.0,0.152,0.016,0.062,0.111,0.008,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.013,0.0,0.0,0.009,0.0,0.0,0.091,0.0,0.0,0.003,0.0,0.0,0.001,0.0,0.0,0.004,0.0,0.0,0.002,0.011,0.021,0.055,0.0,0.004,0.25,0.013,0.0,0.0,0.0,0.0,0.0,0.333,0.0,0.0,0.0,0.0,0.0,0.059,0.0,0.0,0.0,0.001,0.0,0.004,0.0,0.0,0.045,0.0,0.0,0.0,0.0,0.0,0.011,0.0,0.0,0.333,0.0,0.3,0.0,0.0,0.333,0.0,0.25,0.0,0.625,0.0,0.0,0.2,0.167,0.0,0.533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,0.333,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.444,0.0,0.0,0.0,0.0,0.429,0.0,0.0,0.667,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,1.0,0.2,0.0,0.0,0.5,0.0,0.0,0.0,0.0
Mount Dennis,115,43.6881440868,-79.4999890581,0.167,0.054,0.04,0.391,0.247,0.147,0.234,0.218,0.033,0.034,0.065,0.021,0.04,0.317,0.113,0.23,0.065,0.17,0.331,0.065,0.131,691000,74000,75.451,"Low (<964,000)","Low (<106,666)",Low (<76),713,132,5,18,147,156,1171,"Medium (588-1,027)",Medium (105-184),High (>4),Low (<26),Low (<224),Medium (109-192),"Medium (1,138-1,773)",0.157,0.065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.286,0.212,0.0,0.167,0.015,0.0,0.0,0.4,0.021,0.091,0.429,0.022,0.17,0.0,0.0,0.0,0.167,0.087,0.0,0.0,0.0,0.0,0.134,0.0,0.0,0.018,0.007,0.0,0.333,0.0,0.0,0.0,0.0,0.0,0.192,0.138,0.0,0.0,0.083,0.01,0.007,0.0,0.0,0.0,0.02,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026,0.024,0.0,0.019,0.0,0.0,0.0,0.0,0.0,0.012,0.0,0.045,0.006,0.0,0.0,0.007,0.0,0.015,0.033,0.183,0.011,0.333,0.0,0.025,0.0,0.118,1.0,0.0,1.0,1.0,0.0,0.0,0.111,0.0,0.0,0.0,0.0,0.118,0.0,0.636,0.0,0.015,0.024,0.004,0.0,0.026,0.0,0.0,0.007,0.0,0.0,0.0,0.149,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.25,0.0,0.875,0.0,1.0,0.0,0.0,0.0,0.533,0.0,0.0,0.167,0.0,0.1,0.0,0.0,0.0,0.0,0.25,0.0,0.667,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.636,0.4,0.0,0.0,0.0,0.0,0.0,0.333,0.0,0.0,0.0,0.0,0.0,0.0,0.222,0.0,0.0,0.0,0.0,0.143,0.0,0.0,0.667,1.0,1.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.286,0.0,0.0
Steeles,116,43.812958825900004,-79.3212070061,0.667,0.054,0.18,0.228,0.406,0.406,0.409,0.239,0.083,0.091,0.163,0.09,0.04,0.214,0.212,0.253,0.085,0.426,0.409,0.132,0.209,812000,96000,83.297,"Low (<964,000)","Low (<106,666)",Medium (76-100),159,101,0,15,230,39,544,Low (<588),Low (<105),Low (<2),Low (<26),Medium (224-353),Low (<109),"Low (<1,138)",0.131,0.039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013,0.0,0.0,0.276,0.0,0.0,0.0,0.0,0.0,0.143,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.857,0.0,0.0,0.066,0.0,0.25,0.018,0.023,0.048,0.0,0.076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.483,0.021,0.004,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.168,0.009,0.018,0.056,0.0,0.0,0.182,0.0,0.0,0.009,0.069,0.136,0.022,0.059,0.012,0.007,0.0,0.06,0.041,0.003,0.011,0.021,0.0,0.019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.759,0.488,0.909,0.5,0.947,1.0,0.167,0.0,0.0,0.25,0.1,0.021,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.667,0.0,0.5,0.0,0.875,0.0,0.0,0.2,0.167,0.0,0.0,0.0,0.0,1.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.167,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.091,0.8,0.0,0.1,0.0,0.0,0.0,0.333,0.0,0.0,0.667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.143,0.0,0.1,0.333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.143,0.0,0.0
L'Amoreaux,117,43.7957160278,-79.3140842409,0.333,0.108,0.28,0.448,0.852,0.673,0.889,0.428,0.149,0.157,0.308,0.136,0.16,0.592,0.439,0.604,0.163,0.592,0.795,0.262,0.398,732000,93000,89.513,"Low (<964,000)","Low (<106,666)",Medium (76-100),370,58,1,12,165,99,705,Low (<588),Low (<105),Low (<2),Low (<26),Low (<224),Low (<109),"Low (<1,138)",0.342,0.305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.069,0.0,0.083,0.517,0.014,0.0,0.6,0.0,0.091,0.095,0.0,0.039,0.0,0.462,0.0,0.0,0.065,0.0,0.429,0.5,0.0,0.34,0.0,0.5,0.596,0.341,0.143,0.083,1.0,0.167,0.0,0.5,0.077,0.192,0.0,0.1,0.448,0.034,0.012,0.034,0.111,0.0,0.056,0.01,0.0,0.0,0.0,0.0,0.143,0.2,0.0,0.0,0.0,0.0,0.0,0.452,0.057,0.067,0.215,0.0,1.0,0.182,0.038,0.0,0.02,0.379,0.591,0.08,0.412,0.031,0.076,0.0,0.09,0.122,0.013,0.211,0.087,0.0,0.048,0.0,0.026,0.0,0.0,0.0,0.0,0.25,0.0,0.111,0.0,0.0,0.0,0.333,0.176,0.0,0.091,0.0,0.633,0.512,0.93,1.0,0.711,0.955,0.333,0.011,0.0,0.25,0.1,0.096,0.0,0.091,0.0,0.6,0.12,0.0,0.0,0.333,0.333,0.5,0.0,1.0,0.0,0.0,0.2,0.167,0.5,0.0,0.0,0.0,1.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.167,0.0,1.0,0.0,0.0,0.125,0.0,0.0,0.091,0.4,0.0,0.1,0.0,0.0,0.0,0.333,0.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.286,0.0,0.0
